Gene_ID,Gene_symbol,Entrez_ID,Chr,Start,End,Middle,Strand
ENSMUSG00000028745,Capzb,12345,4,139.192899,139.291818,139.2423585,+
ENSMUSG00000028751,Pla2g2e,26970,4,138.877942,138.882817,138.8803795,+
ENSMUSG00000028755,Cda,72269,4,138.338424,138.367992,138.353208,-
ENSMUSG00000028756,Pink1,68943,4,138.313409,138.326307,138.319858,-
ENSMUSG00000028757,Ddost,13200,4,138.30473,138.312628,138.308679,+
ENSMUSG00000028758,Kif17,16559,4,138.250435,138.301967,138.276201,+
ENSMUSG00000028759,Hp1bp3,15441,4,138.216296,138.244683,138.2304895,+
ENSMUSG00000028760,Eif4g3,230861,4,137.993022,138.208508,138.100765,+
ENSMUSG00000028763,Hspg2,15530,4,137.468769,137.57063,137.5196995,+
ENSMUSG00000028766,Alpl,11647,4,137.741733,137.796384,137.7690585,-
ENSMUSG00000028771,Ptpn12,19248,5,20.986645,21.055911,21.021278,-
ENSMUSG00000028772,Zcchc17,619605,4,130.315383,130.359943,130.337663,-
ENSMUSG00000028773,Fabp3,14077,4,130.308595,130.315463,130.312029,+
ENSMUSG00000028776,Tinagl1,94242,4,130.164454,130.175122,130.169788,-
ENSMUSG00000028777,Gnat3,242851,5,17.962549,18.019834,17.9911915,+
ENSMUSG00000028778,Hcrtr1,230777,4,130.130217,130.139359,130.134788,-
ENSMUSG00000028779,Pef1,67898,4,130.102558,130.128135,130.1153465,+
ENSMUSG00000028780,Sema3c,20348,5,17.574281,17.730268,17.6522745,+
ENSMUSG00000028782,Adgrb2,230775,4,129.98487,130.022633,130.0037515,+
ENSMUSG00000028784,Spocd1,3652045,4,129.947547,129.957115,129.952331,+
ENSMUSG00000028788,Ptp4a2,19244,4,129.811219,129.850003,129.830611,+
ENSMUSG00000028789,Azin2,242669,4,128.930233,128.962442,128.9463375,-
ENSMUSG00000028790,Khdrbs1,20218,4,129.703164,129.742303,129.7227335,-
ENSMUSG00000028792,Ak2,11637,4,128.991958,129.011529,129.0017435,+
ENSMUSG00000028793,Rnf19b,75234,4,129.058271,129.085886,129.0720785,+
ENSMUSG00000028794,A3galt2,215493,4,128.755364,128.769298,128.762331,+
ENSMUSG00000028795,Ccdc28b,66264,4,129.619274,129.623947,129.6216105,-
ENSMUSG00000028796,Phc2,54383,4,128.654702,128.752881,128.7037915,+
ENSMUSG00000028797,Tmem234,76799,4,129.600668,129.624059,129.6123635,+
ENSMUSG00000028798,Eif3i,54709,4,129.59196,129.600648,129.596304,-
ENSMUSG00000028799,Zfp362,230761,4,128.773088,128.806045,128.7895665,-
ENSMUSG00000028800,Hdac1,433759,4,129.516104,129.542713,129.5294085,-
ENSMUSG00000028803,Nipal3,74552,4,135.44542,135.495038,135.470229,-
ENSMUSG00000028807,Zbtb8a,73680,4,129.353628,129.378116,129.365872,-
ENSMUSG00000028809,Srrm1,51796,4,135.320484,135.353321,135.3369025,-
ENSMUSG00000028811,Yars,107271,4,129.18976,129.219607,129.2046835,+
ENSMUSG00000028820,Sfpq,71514,4,127.021324,127.037013,127.0291685,+
ENSMUSG00000028821,Syf2,68592,4,134.930898,134.937548,134.934223,+
ENSMUSG00000028822,Tmem50a,71817,4,134.897849,134.915024,134.9064365,-
ENSMUSG00000028826,Tmem57,66146,4,134.802759,134.853345,134.828052,-
ENSMUSG00000028830,AU040320,100317,4,126.753544,126.87007,126.811807,+
ENSMUSG00000028832,Stmn1,16765,4,134.46832,134.473843,134.4710815,+
ENSMUSG00000028833,Ncdn,26562,4,126.74375,126.753438,126.748594,-
ENSMUSG00000028834,Trim63,433766,4,134.31512,134.329629,134.3223745,+
ENSMUSG00000028836,Slc30a2,230810,4,134.343181,134.354484,134.3488325,+
ENSMUSG00000028837,Psmb2,26445,4,126.67763,126.709714,126.693672,+
ENSMUSG00000028838,Extl1,56219,4,134.356372,134.38385,134.370111,-
ENSMUSG00000028840,Zfp593,68040,4,134.243289,134.245592,134.2444405,-
ENSMUSG00000028841,Cnksr1,194231,4,134.228041,134.238399,134.23322,-
ENSMUSG00000028842,Ago3,214150,4,126.331704,126.429556,126.38063,-
ENSMUSG00000028843,Sh3bgrl3,73723,4,134.127406,134.128789,134.1280975,-
ENSMUSG00000028845,Tekt2,24084,4,126.322121,126.325688,126.3239045,-
ENSMUSG00000028847,Trappc3,27096,4,126.262325,126.275883,126.269104,+
ENSMUSG00000028848,Gpn2,100210,4,133.584362,133.591735,133.5880485,+
ENSMUSG00000028849,Map7d1,245877,4,126.232167,126.256343,126.244255,-
ENSMUSG00000028850,Gpatch3,242691,4,133.574745,133.584243,133.579494,+
ENSMUSG00000028851,Nudc,18221,4,133.532542,133.545996,133.539269,-
ENSMUSG00000028854,Slc9a1,20544,4,133.369706,133.423702,133.396704,+
ENSMUSG00000028857,Tmem222,52174,4,133.266045,133.277792,133.2719185,-
ENSMUSG00000028859,Csf3r,12986,4,126.02455,126.04444,126.034495,+
ENSMUSG00000028860,Sytl1,269589,4,133.25309,133.263113,133.2581015,-
ENSMUSG00000028861,Mrps15,66407,4,126.046925,126.055532,126.0512285,+
ENSMUSG00000028862,Map3k6,53608,4,133.240818,133.252929,133.2468735,+
ENSMUSG00000028863,Meaf6,70088,4,125.085134,125.113238,125.099186,+
ENSMUSG00000028864,Hgf,15234,5,16.553495,16.620152,16.5868235,+
ENSMUSG00000028868,Wasf2,242687,4,133.130505,133.199756,133.1651305,+
ENSMUSG00000028869,Gnl2,230737,4,125.016585,125.05538,125.0359825,+
ENSMUSG00000028871,Rspo1,192199,4,124.98643,125.009099,124.9977645,+
ENSMUSG00000028873,Cdca8,52276,4,124.918465,124.939311,124.928888,-
ENSMUSG00000028874,Fgr,14191,4,132.974095,133.00191,132.9880025,+
ENSMUSG00000028878,Fam76a,230789,4,132.899213,132.922558,132.9108855,-
ENSMUSG00000028879,Stx12,100226,4,132.853501,132.884509,132.869005,-
ENSMUSG00000028882,Ppp1r8,100336,4,132.826929,132.843169,132.835049,-
ENSMUSG00000028883,Sema3a,20346,5,13.125414,13.602565,13.3639895,+
ENSMUSG00000028884,Rpa2,19891,4,132.768332,132.778752,132.773542,+
ENSMUSG00000028885,Smpdl3b,100340,4,132.732966,132.757252,132.745109,-
ENSMUSG00000028886,Eya3,14050,4,132.638987,132.724765,132.681876,+
ENSMUSG00000028889,Yrdc,230734,4,124.850679,124.855242,124.8529605,+
ENSMUSG00000028890,Mtf1,17764,4,124.802104,124.8498,124.825952,+
ENSMUSG00000028893,Sesn2,230784,4,132.492032,132.510501,132.5012665,-
ENSMUSG00000028894,Inpp5b,16330,4,124.74185,124.801511,124.7716805,+
ENSMUSG00000028896,Rcc1,100088,4,132.331919,132.353605,132.342762,-
ENSMUSG00000028898,Trnau1ap,71787,4,132.311763,132.329538,132.3206505,-
ENSMUSG00000028899,Taf12,66464,4,132.274375,132.295766,132.2850705,+
ENSMUSG00000028901,Gmeb1,56809,4,132.221025,132.261602,132.2413135,-
ENSMUSG00000028902,Sf3a3,75062,4,124.714776,124.73246,124.723618,+
ENSMUSG00000028906,Epb41,269587,4,131.923413,132.075321,131.999367,-
ENSMUSG00000028907,Utp11l,67205,4,124.67816,124.6936,124.68588,-
ENSMUSG00000028909,Ptpru,19273,4,131.768457,131.838288,131.8033725,-
ENSMUSG00000028910,Mecr,26922,4,131.84347,131.867786,131.855628,+
ENSMUSG00000028911,Srsf4,57317,4,131.873617,131.901706,131.8876615,+
ENSMUSG00000028914,Casp9,12371,4,141.793612,141.815976,141.804794,+
ENSMUSG00000028917,Plekhm2,69582,4,141.625734,141.664899,141.6453165,-
ENSMUSG00000028919,Arhgef19,213649,4,141.239499,141.257564,141.2485315,+
ENSMUSG00000028920,Fbxo42,213499,4,141.147913,141.204062,141.1759875,+
ENSMUSG00000028923,Necap2,66147,4,141.066512,141.078357,141.0724345,-
ENSMUSG00000028926,Cdk14,18647,5,4.803391,5.420312,5.1118515,-
ENSMUSG00000028927,Padi2,18600,4,140.906344,140.952586,140.929465,+
ENSMUSG00000028931,Kcnab2,16498,4,152.390742,152.477871,152.4343065,-
ENSMUSG00000028932,Psmc2,19181,5,21.785283,21.803787,21.794535,+
ENSMUSG00000028933,Xrcc2,57434,5,25.689812,25.705825,25.6978185,-
ENSMUSG00000028936,Rpl22,19934,4,152.325742,152.334071,152.3299065,+
ENSMUSG00000028937,Acot7,70025,4,152.178134,152.271855,152.2249945,+
ENSMUSG00000028943,Espn,56226,4,152.120331,152.152371,152.136351,-
ENSMUSG00000028944,Prkag2,108099,5,24.862744,25.100642,24.981693,-
ENSMUSG00000028945,Rheb,19744,5,24.802823,24.842624,24.8227235,-
ENSMUSG00000028948,Nol9,74035,4,152.039321,152.061494,152.0504075,+
ENSMUSG00000028949,Smarcd3,66993,5,24.590818,24.624411,24.6076145,-
ENSMUSG00000028950,Tas1r1,110326,4,152.027914,152.038568,152.033241,-
ENSMUSG00000028952,Zbtb48,100090,4,152.019774,152.027671,152.0237225,-
ENSMUSG00000028953,Abcf2,27407,5,24.565345,24.577467,24.571406,-
ENSMUSG00000028954,Nub1,53312,5,24.685532,24.710378,24.697955,+
ENSMUSG00000028955,Vamp3,22319,4,151.0473,151.057963,151.0526315,-
ENSMUSG00000028957,Per3,18628,4,151.003652,151.044665,151.0241585,-
ENSMUSG00000028958,Tmub1,64295,5,24.445458,24.447854,24.446656,-
ENSMUSG00000028959,Fastk,66587,5,24.43844,24.445287,24.4418635,-
ENSMUSG00000028960,Ube4b,63958,4,149.328416,149.426749,149.3775825,-
ENSMUSG00000028961,Pgd,110208,4,149.149991,149.166771,149.158381,-
ENSMUSG00000028962,Slc4a2,20535,5,24.423837,24.44095,24.4323935,+
ENSMUSG00000028964,Park7,57320,4,150.897133,150.914437,150.905785,-
ENSMUSG00000028965,Tnfrsf9,21942,4,150.914562,150.946102,150.930332,+
ENSMUSG00000028967,Errfi1,74155,4,150.853919,150.868892,150.8614055,+
ENSMUSG00000028969,Cdk5,12568,5,24.418241,24.42353,24.4208855,-
ENSMUSG00000028970,Abcb1b,18669,5,8.798147,8.866315,8.832231,+
ENSMUSG00000028973,Abcb8,74610,5,24.393663,24.410054,24.4018585,+
ENSMUSG00000028974,Dffa,13347,4,149.104146,149.120647,149.1123965,+
ENSMUSG00000028975,Pex14,56273,4,148.960535,149.099876,149.0302055,-
ENSMUSG00000028976,Slc2a5,56485,4,150.119283,150.144169,150.131726,+
ENSMUSG00000028977,Casz1,69743,4,148.804429,148.954889,148.879659,+
ENSMUSG00000028978,Nos3,18127,5,24.36481,24.384474,24.374642,+
ENSMUSG00000028979,Masp2,17175,4,148.602554,148.615499,148.6090265,+
ENSMUSG00000028980,H6pd,100198,4,149.979475,150.009023,149.994249,-
ENSMUSG00000028982,Slc25a33,70556,4,149.744036,149.774277,149.7591565,-
ENSMUSG00000028986,Klhl7,52323,5,24.100605,24.160792,24.1306985,+
ENSMUSG00000028988,Ctnnbip1,67087,4,149.518236,149.566437,149.5423365,+
ENSMUSG00000028989,Angptl7,654812,4,148.495183,148.50046,148.4978215,-
ENSMUSG00000028990,Lzic,69151,4,149.485229,149.496668,149.4909485,+
ENSMUSG00000028991,Mtor,56717,4,148.448611,148.557683,148.503147,+
ENSMUSG00000028992,Nmnat1,66454,4,149.467572,149.485202,149.476387,-
ENSMUSG00000028995,Fam126a,84652,5,23.915276,24.03069,23.972983,-
ENSMUSG00000028996,Rbp7,63954,4,149.449687,149.454978,149.4523325,-
ENSMUSG00000028998,Tomm7,66169,5,23.838944,23.844161,23.8415525,-
ENSMUSG00000028999,Rint1,72772,5,23.787711,23.820369,23.80404,+
ENSMUSG00000029001,Fbxo44,230903,4,148.1528,148.160482,148.156641,-
ENSMUSG00000029003,Mad2l2,71890,4,148.130384,148.145699,148.1380415,+
ENSMUSG00000029004,Kmt2e,69188,5,23.434441,23.504235,23.469338,+
ENSMUSG00000029005,Draxin,70433,4,148.098437,148.130698,148.1145675,-
ENSMUSG00000029007,Agtrap,11610,4,148.077061,148.088031,148.082546,-
ENSMUSG00000029009,Mthfr,17769,4,148.039077,148.059551,148.049314,+
ENSMUSG00000029012,Orc5,26429,5,22.486485,22.550429,22.518457,-
ENSMUSG00000029014,Dnajc2,22791,5,21.757267,21.785251,21.771259,-
ENSMUSG00000029016,Clcn6,26372,4,148.004259,148.038821,148.02154,-
ENSMUSG00000029017,Pmpcb,73078,5,21.737141,21.757152,21.7471465,+
ENSMUSG00000029020,Mfn2,170731,4,147.873599,147.904704,147.8891515,-
ENSMUSG00000029022,Miip,28010,4,147.860778,147.868816,147.864797,-
ENSMUSG00000029026,Trp73,22062,4,154.056253,154.140208,154.0982305,-
ENSMUSG00000029027,Dffb,13368,4,153.964449,153.975126,153.9697875,-
ENSMUSG00000029028,Lrrc47,72946,4,154.011731,154.021513,154.016622,+
ENSMUSG00000029029,Wrap73,59002,4,154.142372,154.16742,154.154896,+
ENSMUSG00000029030,Tprgl,67808,4,154.157485,154.160666,154.1590755,-
ENSMUSG00000029032,Arhgef16,230972,4,154.278486,154.301676,154.290081,-
ENSMUSG00000029033,Acap3,140500,4,155.891822,155.907251,155.8995365,+
ENSMUSG00000029034,Cpsf3l,71957,4,155.869546,155.889103,155.8793245,+
ENSMUSG00000029036,Atad3a,108888,4,155.740641,155.761093,155.750867,-
ENSMUSG00000029038,Ssu72,68991,4,155.7048,155.733879,155.7193395,+
ENSMUSG00000029047,Pex10,668173,4,155.067016,155.072433,155.0697245,+
ENSMUSG00000029048,Rer1,67830,4,155.07411,155.086382,155.080246,-
ENSMUSG00000029049,Morn1,76866,4,155.086577,155.145505,155.116041,+
ENSMUSG00000029050,Ski,20481,4,155.154075,155.222592,155.1883335,-
ENSMUSG00000029053,Prkcz,18762,4,155.260129,155.361361,155.310745,-
ENSMUSG00000029054,Gabrd,14403,4,155.38498,155.398112,155.391546,-
ENSMUSG00000029055,Plch2,269615,4,154.983115,155.056784,155.0199495,-
ENSMUSG00000029056,Pank4,269614,4,154.964123,154.980938,154.9725305,+
ENSMUSG00000029059,Fam213b,66469,4,154.895504,154.899135,154.8973195,-
ENSMUSG00000029060,Mib2,76580,4,155.654677,155.669198,155.6619375,-
ENSMUSG00000029061,Mmp23,26561,4,155.650655,155.653384,155.6520195,-
ENSMUSG00000029062,Cdk11b,12537,4,155.624854,155.649938,155.637396,+
ENSMUSG00000029063,Nadk,192185,4,155.562378,155.591001,155.5766895,+
ENSMUSG00000029064,Gnb1,14688,4,155.491361,155.559269,155.525315,+
ENSMUSG00000029066,Mrpl20,66448,4,155.802878,155.809975,155.8064265,+
ENSMUSG00000029068,Ccnl2,56036,4,155.812489,155.824543,155.818516,+
ENSMUSG00000029070,Mxra8,74761,4,155.83968,155.844088,155.841884,+
ENSMUSG00000029071,Dvl1,13542,4,155.847402,155.859303,155.8533525,+
ENSMUSG00000029072,Tas1r3,83771,4,155.859268,155.863362,155.861315,-
ENSMUSG00000029073,Cptp,79554,4,155.864723,155.86944,155.8670815,-
ENSMUSG00000029075,Tnfrsf4,22163,4,156.013843,156.016612,156.0152275,+
ENSMUSG00000029076,Sdf4,20318,4,155.992872,156.01361,156.003241,+
ENSMUSG00000029082,Bst1,12182,5,43.818885,43.843986,43.8314355,+
ENSMUSG00000029084,Cd38,12494,5,43.868553,43.912375,43.890464,+
ENSMUSG00000029086,Prom1,19126,5,43.99362,44.102032,44.047826,-
ENSMUSG00000029088,Kcnip4,80334,5,48.389502,49.524907,48.9572045,-
ENSMUSG00000029089,Pacrgl,66768,5,48.327952,48.414294,48.371123,+
ENSMUSG00000029090,Adgra3,70693,5,49.959956,50.059006,50.009481,-
ENSMUSG00000029092,D5Ertd615e,1277236,5,45.009171,45.424402,45.2167865,-
ENSMUSG00000029093,Sorcs2,81840,5,36.01718,36.398139,36.2076595,-
ENSMUSG00000029094,Afap1,70292,5,35.893319,36.003923,35.948621,+
ENSMUSG00000029095,Ablim2,231148,5,35.75788,35.884973,35.8214265,+
ENSMUSG00000029096,Htra3,78558,5,35.652023,35.679782,35.6659025,-
ENSMUSG00000029097,Trmt44,78890,5,35.557313,35.57507,35.5661915,-
ENSMUSG00000029098,Acox3,80911,5,35.58304,35.615352,35.599196,+
ENSMUSG00000029101,Rgs12,71729,5,34.949445,35.039644,34.9945445,+
ENSMUSG00000029102,Hgfac,54426,5,35.041509,35.048461,35.044985,+
ENSMUSG00000029103,Lrpap1,16976,5,35.091501,35.105766,35.0986335,-
ENSMUSG00000029104,Htt,15194,5,34.76174,34.912534,34.837137,+
ENSMUSG00000029106,Add1,11518,5,34.573664,34.632308,34.602986,+
ENSMUSG00000029108,Pcdh7,54216,5,57.717967,58.13323,57.9255985,+
ENSMUSG00000029110,Rnf4,19822,5,34.336289,34.355629,34.345959,+
ENSMUSG00000029111,Nelfa,24116,5,33.897916,33.936413,33.9171645,-
ENSMUSG00000029119,Man2b2,17160,5,36.806921,36.830653,36.818787,-
ENSMUSG00000029120,Ppp2r2c,269643,5,36.868513,36.955078,36.9117955,+
ENSMUSG00000029121,Crmp1,12933,5,37.24194,37.292133,37.2670365,+
ENSMUSG00000029122,Evc,59056,5,37.289098,37.336894,37.312996,-
ENSMUSG00000029123,Stk32b,64293,5,37.446825,37.717171,37.581998,-
ENSMUSG00000029125,Stx18,71116,5,38.038742,38.137765,38.0882535,+
ENSMUSG00000029126,Nsg1,18196,5,38.137192,38.159907,38.1485495,-
ENSMUSG00000029127,Zbtb49,75079,5,38.189735,38.220457,38.205096,-
ENSMUSG00000029128,Rab28,100972,5,41.624976,41.708157,41.6665665,-
ENSMUSG00000029130,Rnf32,56874,5,29.195992,29.228457,29.2122245,+
ENSMUSG00000029131,Dnajb6,23950,5,29.735688,29.818134,29.776911,+
ENSMUSG00000029134,Plb1,665270,5,32.232708,32.36652,32.299614,+
ENSMUSG00000029135,Fosl2,14284,5,32.135801,32.157842,32.1468215,+
ENSMUSG00000029136,Rbks,71336,5,31.624439,31.697627,31.661033,-
ENSMUSG00000029141,Slc4a1ap,20534,5,31.526995,31.556932,31.5419635,+
ENSMUSG00000029145,Eif2b4,13667,5,31.187558,31.19343,31.190494,-
ENSMUSG00000029146,Snx17,266781,5,31.193227,31.199143,31.196185,+
ENSMUSG00000029147,Ppm1g,14208,5,31.202664,31.220687,31.2116755,-
ENSMUSG00000029148,Nrbp1,192292,5,31.240864,31.251566,31.246215,+
ENSMUSG00000029149,Krtcap3,69815,5,31.251691,31.253202,31.2524465,+
ENSMUSG00000029151,Slc30a3,22784,5,31.086106,31.108237,31.0971715,-
ENSMUSG00000029152,Ociad1,68095,5,73.292784,73.314069,73.3034265,+
ENSMUSG00000029153,Ociad2,433904,5,73.322199,73.341028,73.3316135,-
ENSMUSG00000029156,Sgcb,24051,5,73.632749,73.64779,73.6402695,-
ENSMUSG00000029158,Yipf7,75581,5,69.516671,69.542648,69.5296595,-
ENSMUSG00000029161,Cgref1,68567,5,30.933143,30.945591,30.939367,-
ENSMUSG00000029162,Khk,16548,5,30.921431,30.931248,30.9263395,+
ENSMUSG00000029163,Emilin1,100952,5,30.913402,30.921277,30.9173395,+
ENSMUSG00000029165,Agbl5,231093,5,30.888694,30.906965,30.8978295,+
ENSMUSG00000029166,Mapre3,100732,5,30.814641,30.866106,30.8403735,+
ENSMUSG00000029167,Ppargc1a,19017,5,51.45425,51.567726,51.510988,-
ENSMUSG00000029168,Dpysl5,65254,5,30.711564,30.799375,30.7554695,+
ENSMUSG00000029169,Dhx15,13204,5,52.150203,52.190514,52.1703585,-
ENSMUSG00000029171,Pgm1,66681,5,64.09295,64.128351,64.1106505,+
ENSMUSG00000029173,Sepsecs,211006,5,52.640087,52.669708,52.6548975,-
ENSMUSG00000029174,Tbc1d1,57915,5,64.156305,64.351486,64.2538955,+
ENSMUSG00000029175,Slc35f6,74919,5,30.647933,30.659729,30.653831,+
ENSMUSG00000029176,Anapc4,52206,5,52.834012,52.867797,52.8509045,+
ENSMUSG00000029177,Cenpa,12615,5,30.666777,30.67483,30.6708035,+
ENSMUSG00000029178,Klf3,16599,5,64.803388,64.832901,64.8181445,+
ENSMUSG00000029179,Zcchc4,78796,5,52.775409,52.824665,52.800037,+
ENSMUSG00000029185,Fam114a1,68303,5,64.970071,65.041886,65.0059785,+
ENSMUSG00000029186,Pi4k2b,67073,5,52.741574,52.76934,52.755457,+
ENSMUSG00000029188,Slc34a2,20531,5,53.038081,53.071664,53.0548725,+
ENSMUSG00000029189,Sel1l3,231238,5,53.107083,53.213927,53.160505,-
ENSMUSG00000029190,D5Ertd579e,320661,5,36.600485,36.696024,36.6482545,-
ENSMUSG00000029191,Rfc1,19687,5,65.26185,65.33567,65.29876,-
ENSMUSG00000029192,Tbc1d14,100855,5,36.490604,36.593276,36.54194,-
ENSMUSG00000029195,Klb,83379,5,65.348314,65.384007,65.3661605,+
ENSMUSG00000029196,Tada2b,231151,5,36.47367,36.484285,36.4789775,-
ENSMUSG00000029198,Grpel1,17713,5,36.464998,36.47408,36.469539,+
ENSMUSG00000029199,Lias,79464,5,65.391497,65.410693,65.401095,+
ENSMUSG00000029201,Ugdh,22235,5,65.413221,65.435949,65.424585,-
ENSMUSG00000029202,Pds5a,71521,5,65.605721,65.698273,65.651997,-
ENSMUSG00000029203,Ube2k,53323,5,65.537233,65.598988,65.5681105,+
ENSMUSG00000029204,Rhoh,74734,5,65.861213,65.8967,65.8789565,+
ENSMUSG00000029205,Chrna9,231252,5,65.934921,65.977326,65.9561235,+
ENSMUSG00000029206,Nsun7,70918,5,66.259897,66.298026,66.2789615,+
ENSMUSG00000029207,Apbb2,11787,5,66.298703,66.618784,66.4587435,-
ENSMUSG00000029208,Guf1,231279,5,69.556923,69.575973,69.566448,+
ENSMUSG00000029209,Gnpda2,67980,5,69.573108,69.59234,69.582724,-
ENSMUSG00000029211,Gabra4,14397,5,71.569749,71.658308,71.6140285,-
ENSMUSG00000029212,Gabrb1,14400,5,71.658113,72.149037,71.903575,+
ENSMUSG00000029213,Commd8,27784,5,72.156575,72.168189,72.162382,-
ENSMUSG00000029217,Tec,21682,5,72.755716,72.868483,72.8120995,-
ENSMUSG00000029221,Slc30a9,109108,5,67.306955,67.358443,67.332699,+
ENSMUSG00000029223,Uchl1,22223,5,66.676091,66.687234,66.6816625,+
ENSMUSG00000029227,Fip1l1,66899,5,74.535449,74.5988,74.5671245,+
ENSMUSG00000029228,Lnx1,16924,5,74.592447,74.702912,74.6476795,-
ENSMUSG00000029229,Chic2,74277,5,74.997988,75.044774,75.021381,-
ENSMUSG00000029231,Pdgfra,18595,5,75.152292,75.198215,75.1752535,+
ENSMUSG00000029233,Srd5a3,57357,5,76.140271,76.155504,76.1478875,+
ENSMUSG00000029234,Tmem165,21982,5,76.18388,76.209245,76.1965625,+
ENSMUSG00000029238,Clock,12753,5,76.209868,76.304792,76.25733,-
ENSMUSG00000029245,Epha5,13839,5,84.054761,84.417382,84.2360715,-
ENSMUSG00000029246,Ppat,231327,5,76.913249,76.951578,76.9324135,-
ENSMUSG00000029247,Paics,67054,5,76.951307,76.967509,76.959408,+
ENSMUSG00000029249,Rest,19712,5,77.265491,77.286432,77.2759615,+
ENSMUSG00000029250,Polr2b,231329,5,77.310147,77.349324,77.3297355,+
ENSMUSG00000029253,Cenpc1,12617,5,86.012024,86.065583,86.0388035,-
ENSMUSG00000029254,Stap1,56792,5,86.071746,86.106125,86.0889355,+
ENSMUSG00000029260,Ugt2b34,100727,5,86.889767,86.906937,86.898352,-
ENSMUSG00000029263,Pigg,433931,5,108.312609,108.349355,108.330982,+
ENSMUSG00000029265,Dr1,13486,5,108.268897,108.280526,108.2747115,+
ENSMUSG00000029267,Mtf2,17765,5,108.065674,108.109004,108.087339,+
ENSMUSG00000029269,Sult1b1,56362,5,87.513339,87.538195,87.525767,-
ENSMUSG00000029270,Fam69a,67266,5,107.908053,107.987085,107.947569,-
ENSMUSG00000029272,Sult1e1,20860,5,87.575969,87.591594,87.5837815,-
ENSMUSG00000029273,Sult1d1,53315,5,87.554645,87.569027,87.561836,-
ENSMUSG00000029275,Gfi1,14581,5,107.716657,107.726036,107.7213465,-
ENSMUSG00000029276,Glmn,170823,5,107.548967,107.597888,107.5734275,-
ENSMUSG00000029279,Brdt,114642,5,107.331159,107.387058,107.3591085,+
ENSMUSG00000029283,Cdc7,12545,5,106.964322,106.984432,106.974377,+
ENSMUSG00000029287,Tgfbr3,21814,5,107.10657,107.289629,107.1980995,-
ENSMUSG00000029290,Zfp326,54367,5,105.876565,105.915818,105.8961915,+
ENSMUSG00000029291,Rufy3,52822,5,88.56504,88.651392,88.608216,+
ENSMUSG00000029298,Gbp9,236573,5,105.07763,105.139539,105.1085845,-
ENSMUSG00000029299,Abcg3,27405,5,104.935057,104.982718,104.9588875,-
ENSMUSG00000029304,Spp1,20750,5,104.435118,104.44105,104.438084,+
ENSMUSG00000029307,Dmp1,13406,5,104.202613,104.214102,104.2083575,+
ENSMUSG00000029309,Sparcl1,13602,5,104.079111,104.113733,104.096422,-
ENSMUSG00000029310,Nudt9,74167,5,104.046306,104.065379,104.0558425,+
ENSMUSG00000029311,Hsd17b11,114664,5,103.989762,104.021919,104.0058405,-
ENSMUSG00000029312,Klhl8,246293,5,103.861973,103.911259,103.886616,-
ENSMUSG00000029313,Aff1,17355,5,103.692374,103.855322,103.773848,+
ENSMUSG00000029314,Agpat9,231510,5,100.845713,100.899102,100.8724075,+
ENSMUSG00000029319,Coq2,71883,5,100.654723,100.67514,100.6649315,-
ENSMUSG00000029321,Slc10a6,75750,5,103.605711,103.629403,103.617557,-
ENSMUSG00000029322,Plac8,231507,5,100.553725,100.572245,100.562985,-
ENSMUSG00000029326,Enoph1,67870,5,100.039985,100.06876,100.0543725,+
ENSMUSG00000029328,Hnrnpdl,50926,5,100.033577,100.039664,100.0366205,-
ENSMUSG00000029330,Cds1,74596,5,101.76513,101.823858,101.794494,+
ENSMUSG00000029333,Rasgef1b,320292,5,99.217426,99.252927,99.2351765,-
ENSMUSG00000029334,Prkg2,19092,5,98.929773,99.037351,98.983562,-
ENSMUSG00000029335,Bmp3,110075,5,98.854415,98.884396,98.8694055,+
ENSMUSG00000029337,Fgf5,14176,5,98.254184,98.27703,98.265607,+
ENSMUSG00000029338,Antxr2,71914,5,97.882783,98.031043,97.956913,-
ENSMUSG00000029343,Crybb1,12960,5,112.255815,112.269585,112.2627,+
ENSMUSG00000029344,Tpst2,22022,5,112.276691,112.315361,112.296026,+
ENSMUSG00000029345,Tfip11,54723,5,112.326358,112.338073,112.3322155,+
ENSMUSG00000029346,Srrd,70118,5,112.337392,112.34304,112.340216,-
ENSMUSG00000029348,Asphd2,72898,5,112.384354,112.394866,112.38961,-
ENSMUSG00000029352,Crybb3,12962,5,113.075839,113.081584,113.0787115,-
ENSMUSG00000029359,Tesc,57816,5,118.027743,118.061878,118.0448105,+
ENSMUSG00000029360,Gm9754,3704256,5,118.06536,118.06971,118.067535,+
ENSMUSG00000029361,Nos1,18125,5,117.781032,117.95884,117.869936,+
ENSMUSG00000029363,Rfc5,72151,5,117.378103,117.389047,117.383575,-
ENSMUSG00000029364,Wsb2,59043,5,117.357304,117.378601,117.3679525,+
ENSMUSG00000029366,Dck,13178,5,88.764996,88.783281,88.7741385,+
ENSMUSG00000029368,Alb,11657,5,90.460897,90.476602,90.4687495,+
ENSMUSG00000029369,Afm,280662,5,90.518932,90.553543,90.5362375,+
ENSMUSG00000029370,Rassf6,73246,5,90.603076,90.640657,90.6218665,-
ENSMUSG00000029372,Ppbp,57349,5,90.768518,90.770063,90.7692905,+
ENSMUSG00000029373,Pf4,56744,5,90.772435,90.773383,90.772909,+
ENSMUSG00000029376,Mthfd2l,665563,5,90.931117,91.021368,90.9762425,+
